Parcel Number,Photo,Address,Style,Year Built,Total SF,Lot Area,Appraised Value,Url
06.34.252.004,https://photos.camavision.com/78e0e00c8482a8a41a15f0e83ea8388b/70,"
            212 12TH ST NE, INDEPENDENCE
                      ",1 Story Frame,1942,545,"$19,050","$19,050",https://buchanan.iowaassessors.com/results.php?page=4&history=-4&ts=1688575587
06.34.228.005,https://photos.camavision.com/df0d471b4c91c233da331e2c4dc754a9/70,"
            516 12TH ST NE, INDEPENDENCE
                      ",1 Story Frame,1937,1444,"$155,790","$155,790",https://buchanan.iowaassessors.com/results.php?page=4&history=-4&ts=1688575587
06.34.276.017,https://photos.camavision.com/5f3b99efab9489996b48c1c80ed86941/70,"
            517 12TH ST NE, INDEPENDENCE
                      ",1 Story Frame,1977,2000,"$204,270","$204,270",https://buchanan.iowaassessors.com/results.php?page=4&history=-4&ts=1688575587
06.34.229.015,https://photos.camavision.com/8e401c3735304c378b9500f7c63b8b31/70,"
            700 12TH ST NE, INDEPENDENCE
                      ",Split Foyer Frame,1976,1104,"$179,350","$179,350",https://buchanan.iowaassessors.com/results.php?page=4&history=-4&ts=1688575587
06.34.277.010,https://photos.camavision.com/dd2f182caa8dc310996e8b881fdb8761/70,"
            705 12TH ST NE, INDEPENDENCE
                      ",1 Story Frame,1945,1396,"$116,960","$116,960",https://buchanan.iowaassessors.com/results.php?page=4&history=-4&ts=1688575587
06.34.229.016,https://photos.camavision.com/cab753eeb64510bcb331b6af4122b25d/70,"
            710 12TH ST NE, INDEPENDENCE
                      ",1 Story Frame,1975,1152,"$165,450","$165,450",https://buchanan.iowaassessors.com/results.php?page=4&history=-4&ts=1688575587
06.34.229.017,https://photos.camavision.com/eb097f13b704b7ae535eadbe78bec742/70,"
            714 12TH ST NE, INDEPENDENCE
                      ",1 Story Frame,1955,974,"$163,680","$163,680",https://buchanan.iowaassessors.com/results.php?page=4&history=-4&ts=1688575587
06.34.229.023,https://photos.camavision.com/68d49036fb2cd17bf555d92bc99b93e5/70,"
            720 12TH ST NE, INDEPENDENCE
                      ",1 Story Frame,1956,828,"$119,980","$119,980",https://buchanan.iowaassessors.com/results.php?page=4&history=-4&ts=1688575587
06.34.176.001,https://photos.camavision.com/2d05c0ec41cd7c2b680c8f11cac841db/70,"
            90 12TH ST NE, INDEPENDENCE
                      ",Mfd Home (Multi-Section),1991,1344,"$103,050","$103,050",https://buchanan.iowaassessors.com/results.php?page=4&history=-4&ts=1688575587
06.35.376.007,https://photos.camavision.com/6526823fdbfab28794d11e0b1e761b1f/70,"
            302 13TH AVE NE, INDEPENDENCE
                      ",1 Story Brick,1972,2078,"$247,260","$247,260",https://buchanan.iowaassessors.com/results.php?page=4&history=-4&ts=1688575587
06.35.376.003,https://photos.camavision.com/328042b05703cfa490c4250910f500ce/70,"
            306 13TH AVE NE, INDEPENDENCE
                      ",1 Story Brick,1967,1421,"$201,420","$201,420",https://buchanan.iowaassessors.com/results.php?page=4&history=-4&ts=1688575587
06.35.376.002,https://photos.camavision.com/ea9c8754bbc03070082dbc484b97f88c/70,"
            310 13TH AVE NE, INDEPENDENCE
                      ",Split Foyer Frame,1970,1408,"$166,500","$166,500",https://buchanan.iowaassessors.com/results.php?page=4&history=-4&ts=1688575587
06.35.356.014,https://photos.camavision.com/5d3e8d11fd5bf80350dfc543f66cff8d/70,"
            313 13TH AVE NE, INDEPENDENCE
                      ",Split Level Frame,1976,1104,"$157,660","$157,660",https://buchanan.iowaassessors.com/results.php?page=4&history=-4&ts=1688575587
06.35.376.001,https://photos.camavision.com/3050dcd160774217d378594f553ef31c/70,"
            318 13TH AVE NE, INDEPENDENCE
                      ",Split Foyer Frame,1975,1120,"$176,750","$176,750",https://buchanan.iowaassessors.com/results.php?page=5&history=-5&ts=1688576139
06.35.356.013,https://photos.camavision.com/d7b48577ae67d4b8791b584df6731f9f/70,"
            319 13TH AVE NE, INDEPENDENCE
                      ",1 Story Frame,1967,1420,"$166,150","$166,150",https://buchanan.iowaassessors.com/results.php?page=5&history=-5&ts=1688576139
06.35.330.005,https://photos.camavision.com/68a0856ae5a7310e8c61a580413e56a3/70,"
            400 13TH AVE NE, INDEPENDENCE
                      ",1 Story Frame,1981,1222,"$188,880","$188,880",https://buchanan.iowaassessors.com/results.php?page=5&history=-5&ts=1688576139
06.35.330.004,https://photos.camavision.com/9b603a528de3ba9fa8ea004c5c3d2cc4/70,"
            406 13TH AVE NE, INDEPENDENCE
                      ",1 Story Frame,1981,960,"$117,150","$117,150",https://buchanan.iowaassessors.com/results.php?page=5&history=-5&ts=1688576139
06.35.312.012,https://photos.camavision.com/8b4d210145278aa70bbca14e95d8f6c1/70,"
            409 13TH AVE NE, INDEPENDENCE
                      ",1 Story Frame,1992,1575,"$244,520","$244,520",https://buchanan.iowaassessors.com/results.php?page=5&history=-5&ts=1688576139
06.35.330.003,https://photos.camavision.com/0f549484f227091005cc1643c21c572c/70,"
            412 13TH AVE NE, INDEPENDENCE
                      ",1 Story Frame,1980,1008,"$175,060","$175,060",https://buchanan.iowaassessors.com/results.php?page=5&history=-5&ts=1688576139
06.35.336.001,https://photos.camavision.com/2859c08b95e9030a413daea16860d031/70,"
            514 13TH AVE NE, INDEPENDENCE
                      ",1 Story Frame,2001,1322,"$409,100","$409,100",https://buchanan.iowaassessors.com/results.php?page=5&history=-5&ts=1688576139
06.35.332.009,https://photos.camavision.com/1832fe016cfb03adefbe9aeb9d7a5888/70,"
            605 13TH AVE NE, INDEPENDENCE
                      ",1 Story Frame,1999,1288,"$247,840","$247,840",https://buchanan.iowaassessors.com/results.php?page=5&history=-5&ts=1688576139
06.35.328.003,https://photos.camavision.com/4935c57cf063b98541c055fce7948e18/70,"
            606 13TH AVE NE, INDEPENDENCE
                      ",1 Story Frame,1999,1396,"$280,830","$280,830",https://buchanan.iowaassessors.com/results.php?page=5&history=-5&ts=1688576139
06.35.327.006,https://photos.camavision.com/184345cce92a07e792d95296d9675540/70,"
            704 13TH AVE NE, INDEPENDENCE
                      ",1 Story Frame,2006,1560,"$255,680","$255,680",https://buchanan.iowaassessors.com/results.php?page=5&history=-5&ts=1688576139
06.33.481.003,https://photos.camavision.com/e1a7e06874166cc08efa4482261f0786/70,"
            202 13TH AVE NW, INDEPENDENCE
                      ",1 Story Brick,1970,2000,"$260,450","$260,450",https://buchanan.iowaassessors.com/results.php?page=5&history=-5&ts=1688576139
06.34.229.011,https://photos.camavision.com/97e2c511417a65704049552df3eaee75/70,"
            711 13TH ST NE, INDEPENDENCE
                      ",1 Story Frame,2020,2052,"$295,440","$295,440",https://buchanan.iowaassessors.com/results.php?page=5&history=-5&ts=1688576139
06.34.227.012,https://photos.camavision.com/713588bb2c356fb4a185c272393f4c88/70,"
            712 13TH ST NE, INDEPENDENCE
                      ",1 Story Frame,1976,1072,"$183,960","$183,960",https://buchanan.iowaassessors.com/results.php?page=5&history=-5&ts=1688576139
06.34.227.013,https://photos.camavision.com/7710810aee5a7f3d2e8366730496e742/70,"
            716 13TH ST NE, INDEPENDENCE
                      ",Split Foyer Frame,1975,960,"$160,140","$160,140",https://buchanan.iowaassessors.com/results.php?page=5&history=-5&ts=1688576139
06.34.227.014,https://photos.camavision.com/fceaa3b564cb772417b297ffdd950b61/70,"
            720 13TH ST NE, INDEPENDENCE
                      ",1 Story Frame,1975,1264,"$162,790","$162,790",https://buchanan.iowaassessors.com/results.php?page=5&history=-5&ts=1688576139
06.35.381.020,https://photos.camavision.com/b04dddd1f706bebd979b2c403191d042/70,"
             14TH AVE NE, INDEPENDENCE
                      ",,,,"$5,740","$5,740",https://buchanan.iowaassessors.com/results.php?page=5&history=-5&ts=1688576139
06.35.381.019,https://photos.camavision.com/f219b6dbabf1dc711b8d0f4cc81324fc/70,"
            113 14TH AVE NE, INDEPENDENCE
                      ",1 Story Frame,1962,1177,"$165,000","$165,000",https://buchanan.iowaassessors.com/results.php?page=5&history=-5&ts=1688576139
06.35.382.006,https://photos.camavision.com/4f0c038b9ce13a55d78a80ab55ca893a/70,"
            118 14TH AVE NE, INDEPENDENCE
                      ",1 Story Frame,1971,1400,"$166,450","$166,450",https://buchanan.iowaassessors.com/results.php?page=5&history=-5&ts=1688576139
06.35.381.017,https://photos.camavision.com/c86d3d40f4ce3763b3da41501812d586/70,"
            123 14TH AVE NE, INDEPENDENCE
                      ",1 Story Frame,1990,1120,"$177,810","$177,810",https://buchanan.iowaassessors.com/results.php?page=5&history=-5&ts=1688576139
06.35.381.010,https://photos.camavision.com/5f588cb7e8385ebe01f8a944c6c53473/70,"
            139 14TH AVE NE, INDEPENDENCE
                      ",1 Story Frame,1968,1328,"$188,070","$188,070",https://buchanan.iowaassessors.com/results.php?page=5&history=-5&ts=1688576139
06.35.382.001,https://photos.camavision.com/6e38870ea651dec4adaccef0f171e79d/70,"
            140 14TH AVE NE, INDEPENDENCE
                      ",1 Story Frame,1976,1144,"$162,450","$162,450",https://buchanan.iowaassessors.com/results.php?page=6&history=-6&ts=1688576139
06.35.377.007,,"
            302 14TH AVE NE, INDEPENDENCE
                      ",1 Story Frame,1974,1605,"$184,870","$184,870",https://buchanan.iowaassessors.com/results.php?page=6&history=-6&ts=1688576139
06.35.377.003,https://photos.camavision.com/91bc2fff0b2c33a2d8210a36caa16e56/70,"
            308 14TH AVE NE, INDEPENDENCE
                      ",1 Story Frame,1973,1088,"$143,090","$143,090",https://buchanan.iowaassessors.com/results.php?page=6&history=-6&ts=1688576139
06.35.376.006,https://photos.camavision.com/cbf869aea43b59bbad9c83f077a2dd2a/70,"
            309 14TH AVE NE, INDEPENDENCE
                      ",1 1/2 Story Frame,1965,2248,"$243,660","$243,660",https://buchanan.iowaassessors.com/results.php?page=6&history=-6&ts=1688576139
06.35.377.002,https://photos.camavision.com/198748d80f4f1509857659c3d04e516b/70,"
            312 14TH AVE NE, INDEPENDENCE
                      ",1 Story Frame,1969,1270,"$149,490","$149,490",https://buchanan.iowaassessors.com/results.php?page=6&history=-6&ts=1688576139
06.35.376.005,https://photos.camavision.com/a7cefd01e53741ccd66f4cbc77d9ea54/70,"
            313 14TH AVE NE, INDEPENDENCE
                      ",2 Story Frame,1976,2596,"$189,470","$189,470",https://buchanan.iowaassessors.com/results.php?page=6&history=-6&ts=1688576139
06.35.377.001,https://photos.camavision.com/d0f6dc14ffd77b7a16f6c1c9ba0d4894/70,"
            316 14TH AVE NE, INDEPENDENCE
                      ",1 Story Frame,1978,1144,"$192,300","$192,300",https://buchanan.iowaassessors.com/results.php?page=6&history=-6&ts=1688576139
06.35.376.004,https://photos.camavision.com/8719e4fd052efe04a10f3c59b7459b55/70,"
            317 14TH AVE NE, INDEPENDENCE
                      ",2 Story Frame,1968,1936,"$209,200","$209,200",https://buchanan.iowaassessors.com/results.php?page=6&history=-6&ts=1688576139
06.35.384.001,https://photos.camavision.com/2816f5a021011b5ee4504f8cb14003c2/70,"
            401 14TH AVE NE, INDEPENDENCE
                      ",1 Story Frame,2000,1316,"$261,960","$261,960",https://buchanan.iowaassessors.com/results.php?page=6&history=-6&ts=1688576139
06.35.384.002,https://photos.camavision.com/635aff0b52f4606d7d60b445c207e271/70,"
            405 14TH AVE NE, INDEPENDENCE
                      ",1 Story Frame,1999,1344,"$251,350","$251,350",https://buchanan.iowaassessors.com/results.php?page=6&history=-6&ts=1688576139
06.35.384.011,https://photos.camavision.com/5b4906c2fb9352e633cccda3c06fc71b/70,"
            406 14TH AVE NE, INDEPENDENCE
                      ",1 Story Frame,2000,1408,"$256,710","$256,710",https://buchanan.iowaassessors.com/results.php?page=6&history=-6&ts=1688576139
06.35.384.004,https://photos.camavision.com/574b4ee79b12c436ea0f051ddd4e72c9/70,"
            415 14TH AVE NE, INDEPENDENCE
                      ",1 Story Frame,1999,1589,"$312,180","$312,180",https://buchanan.iowaassessors.com/results.php?page=6&history=-6&ts=1688576139
06.35.384.005,https://photos.camavision.com/c783e2c1ac60d33171ad59463b75e08f/70,"
            500 14TH AVE NE, INDEPENDENCE
                      ",1 Story Frame,1999,1451,"$286,130","$286,130",https://buchanan.iowaassessors.com/results.php?page=6&history=-6&ts=1688576139
06.35.384.016,https://photos.camavision.com/68166d469d420a3e50becfe893345ba7/70,"
            506 14TH AVE NE, INDEPENDENCE
                      ",1 Story Frame,1999,1028,"$268,070","$268,070",https://buchanan.iowaassessors.com/results.php?page=6&history=-6&ts=1688576139
06.35.384.008,https://photos.camavision.com/d6a79db83bcdbd92b3c1820cc811d7dd/70,"
            516 14TH AVE NE, INDEPENDENCE
                      ",1 Story Frame,1998,2200,"$378,370","$378,370",https://buchanan.iowaassessors.com/results.php?page=6&history=-6&ts=1688576139
06.35.384.015,https://photos.camavision.com/772441acce7871bb6d21a1dc57314379/70,"
            517 14TH AVE NE, INDEPENDENCE
                      ",1 Story Frame,2003,1511,"$308,180","$308,180",https://buchanan.iowaassessors.com/results.php?page=6&history=-6&ts=1688576139
10.03.252.011,https://photos.camavision.com/d2eb60de91cffc5fed190a3ebac099de/70,"
            117 14TH AVE SE, INDEPENDENCE
                      ",1 Story Frame,1962,1320,"$184,730","$184,730",https://buchanan.iowaassessors.com/results.php?page=6&history=-6&ts=1688576139
10.03.255.002,https://photos.camavision.com/730c1a0336635af0fca2f1403e68ad81/70,"
            120 14TH AVE SE, INDEPENDENCE
                      ",1 Story Frame,1966,1120,"$159,850","$159,850",https://buchanan.iowaassessors.com/results.php?page=6&history=-6&ts=1688576139
10.03.252.012,https://photos.camavision.com/5bc5f6f70a10e464d47126edcd33d59b/70,"
            121 14TH AVE SE, INDEPENDENCE
                      ",1 Story Frame,1962,1092,"$165,680","$165,680",https://buchanan.iowaassessors.com/results.php?page=6&history=-6&ts=1688576139
10.03.255.003,https://photos.camavision.com/55ac76c96aaf5f670e1fde0dac55ccce/70,"
            124 14TH AVE SE, INDEPENDENCE
                      ",1 Story Frame,1967,1120,"$149,960","$149,960",https://buchanan.iowaassessors.com/results.php?page=6&history=-6&ts=1688576139
10.03.252.013,https://photos.camavision.com/32d9a1ed065f1730fff50eae86161731/70,"
            125 14TH AVE SE, INDEPENDENCE
                      ",1 Story Frame,1964,1242,"$149,590","$149,590",https://buchanan.iowaassessors.com/results.php?page=7&history=-7&ts=1688576139
10.03.252.014,https://photos.camavision.com/ab3b205c3101424cbb148eba459f28f7/70,"
            129 14TH AVE SE, INDEPENDENCE
                      ",1 Story Frame,1965,1532,"$170,220","$170,220",https://buchanan.iowaassessors.com/results.php?page=7&history=-7&ts=1688576139
10.03.255.013,https://photos.camavision.com/1ac34148e7322cec1704add80e2aa102/70,"
            132 14TH AVE SE, INDEPENDENCE
                      ",2 Story Frame,1900,2073,"$178,710","$178,710",https://buchanan.iowaassessors.com/results.php?page=7&history=-7&ts=1688576139
10.03.252.015,https://photos.camavision.com/afaf3f5b518defc3f16daf83ccf7d84c/70,"
            135 14TH AVE SE, INDEPENDENCE
                      ",1 Story Frame,1964,1232,"$146,320","$146,320",https://buchanan.iowaassessors.com/results.php?page=7&history=-7&ts=1688576139
10.03.255.007,https://photos.camavision.com/308d8bba0bf8ce463cf613754bc3ec1d/70,"
            140 14TH AVE SE, INDEPENDENCE
                      ",1 Story Frame,1967,1120,"$200,260","$200,260",https://buchanan.iowaassessors.com/results.php?page=7&history=-7&ts=1688576139
10.03.255.008,https://photos.camavision.com/fcad935e6dead03601ce109dad18bc0b/70,"
            144 14TH AVE SE, INDEPENDENCE
                      ",Split Foyer Frame,1967,906,"$150,560","$150,560",https://buchanan.iowaassessors.com/results.php?page=7&history=-7&ts=1688576139
10.03.255.009,https://photos.camavision.com/157cec2650631c4e29c4e474bab3f14b/70,"
            300 14TH AVE SE, INDEPENDENCE
                      ",1 Story Frame,1966,1416,"$182,480","$182,480",https://buchanan.iowaassessors.com/results.php?page=7&history=-7&ts=1688576139
10.03.255.015,https://photos.camavision.com/38ab17924fbf076af8f4c690b754fb44/70,"
            304 14TH AVE SE, INDEPENDENCE
                      ",1 Story Brick,1979,1008,"$129,200","$129,200",https://buchanan.iowaassessors.com/results.php?page=7&history=-7&ts=1688576139
10.03.255.016,https://photos.camavision.com/18893eaacaf4a76511af7dc0f14c4439/70,"
            306 14TH AVE SE, INDEPENDENCE
                      ",1 Story Brick,1979,1860,"$170,710","$170,710",https://buchanan.iowaassessors.com/results.php?page=7&history=-7&ts=1688576139
10.03.405.004,https://photos.camavision.com/0a2e9c75f9ebf80e6874e0cb0ae8ab09/70,"
            611 14TH AVE SE, INDEPENDENCE
                      ",1 Story Frame,1974,1196,"$187,300","$187,300",https://buchanan.iowaassessors.com/results.php?page=7&history=-7&ts=1688576139
06.35.126.002,https://photos.camavision.com/6de9bd7dc4b97a570b108a1e50505d7a/70,"
            1401 14TH ST NE, INDEPENDENCE
                      ",1 Story Frame,2013,1311,"$320,370","$320,370",https://buchanan.iowaassessors.com/results.php?page=7&history=-7&ts=1688576139
06.35.126.003,https://photos.camavision.com/8b8bc90d0a12d059ef27f2f918ef0968/70,"
            1403 14TH ST NE, INDEPENDENCE
                      ",1 Story Frame,2006,1526,"$294,870","$294,870",https://buchanan.iowaassessors.com/results.php?page=7&history=-7&ts=1688576139
06.35.126.004,https://photos.camavision.com/ec26aebd94860d321922d2dbdc77466e/70,"
            1405 14TH ST NE, INDEPENDENCE
                      ",1 Story Frame,2008,1519,"$384,650","$384,650",https://buchanan.iowaassessors.com/results.php?page=7&history=-7&ts=1688576139
06.35.126.006,https://photos.camavision.com/2539353dbf158e87aeca5a5565c65251/70,"
            1503 14TH ST NE, INDEPENDENCE
                      ",1 Story Frame,2009,1560,"$337,230","$337,230",https://buchanan.iowaassessors.com/results.php?page=7&history=-7&ts=1688576139
06.27.478.006,https://photos.camavision.com/aa5d02041a63463b1257bb98e41362b7/70,"
            502 14TH ST NE, INDEPENDENCE
                      ",1 Story Frame,1999,1088,"$184,770","$184,770",https://buchanan.iowaassessors.com/results.php?page=7&history=-7&ts=1688576139
06.34.227.015,https://photos.camavision.com/d42923238e7b256517b43510a8f74c70/70,"
            601 14TH ST NE, INDEPENDENCE
                      ",2 Story Frame,1918,1548,"$136,450","$136,450",https://buchanan.iowaassessors.com/results.php?page=7&history=-7&ts=1688576139
06.26.300.015,https://photos.camavision.com/e56b832490a3af0386b443be20b85e55/70,"
            804 14TH ST NE, INDEPENDENCE
                      ",1 Story Frame,1998,1392,"$291,710","$291,710",https://buchanan.iowaassessors.com/results.php?page=7&history=-7&ts=1688576139
06.35.101.013,https://photos.camavision.com/bc9d16f53ba32cc133b5f5f1c8d9c4b3/70,"
            901 14TH ST NE, INDEPENDENCE
                      ",1 Story Brick,1993,1748,"$335,760","$335,760",https://buchanan.iowaassessors.com/results.php?page=7&history=-7&ts=1688576139
06.35.101.012,,"
            915 14TH ST NE, INDEPENDENCE
                      ",2 Story Frame,1996,2970,"$523,010","$523,010",https://buchanan.iowaassessors.com/results.php?page=7&history=-7&ts=1688576139
06.26.300.033,https://photos.camavision.com/f53d7a5830b6491834731a3190416e8e/70,"
            2037 14TH ST NE, INDEPENDENCE 
                      ",1 Story Frame,2004,1404,"$385,770","$385,770",https://buchanan.iowaassessors.com/results.php?page=7&history=-7&ts=1688576139
03.31.400.005,https://photos.camavision.com/429725b63c6812feedcc538d90f4e00b/70,"
            2260 155TH ST,  INDEPENDENCE 
                      ",1 Story Frame,2019,1918,"$411,620","$411,620",https://buchanan.iowaassessors.com/results.php?page=8&history=-8&ts=1688576139
06.35.382.018,https://photos.camavision.com/e559cb1761e90bf33e3888b49ce90bba/70,"
            105 15TH AVE NE, INDEPENDENCE
                      ",1 Story Frame,1976,1064,"$152,970","$152,970",https://buchanan.iowaassessors.com/results.php?page=8&history=-8&ts=1688576139
06.35.382.017,https://photos.camavision.com/68e4c8c2001402b8a929a9504823b258/70,"
            107 15TH AVE NE, INDEPENDENCE
                      ",1 Story Brick,1962,1120,"$157,790","$157,790",https://buchanan.iowaassessors.com/results.php?page=8&history=-8&ts=1688576139
06.35.382.016,https://photos.camavision.com/2adff0e57aa3928693180003c78f66d8/70,"
            111 15TH AVE NE, INDEPENDENCE
                      ",1 Story Frame,1967,1120,"$127,230","$127,230",https://buchanan.iowaassessors.com/results.php?page=8&history=-8&ts=1688576139
06.35.382.015,https://photos.camavision.com/be82105da28a4486be9893b7d9f9e1be/70,"
            115 15TH AVE NE, INDEPENDENCE
                      ",1 Story Frame,1963,1092,"$130,960","$130,960",https://buchanan.iowaassessors.com/results.php?page=8&history=-8&ts=1688576139
06.35.382.014,https://photos.camavision.com/9938e44241e599db3b2106a435a6ae18/70,"
            117 15TH AVE NE, INDEPENDENCE
                      ",1 Story Frame,2007,1209,"$233,160","$233,160",https://buchanan.iowaassessors.com/results.php?page=8&history=-8&ts=1688576139
06.35.382.013,https://photos.camavision.com/b52c6227ffbd9310644d4d63124014b2/70,"
            123 15TH AVE NE, INDEPENDENCE
                      ",1 Story Frame,1964,1152,"$153,750","$153,750",https://buchanan.iowaassessors.com/results.php?page=8&history=-8&ts=1688576139
06.35.382.012,https://photos.camavision.com/ff6368be3aa40bf9b69990b2ec1be114/70,"
            127 15TH AVE NE, INDEPENDENCE
                      ",1 Story Frame,1963,1040,"$161,820","$161,820",https://buchanan.iowaassessors.com/results.php?page=8&history=-8&ts=1688576139
06.35.382.011,https://photos.camavision.com/a66874fa0a5bced7f97b489ed64d8a0f/70,"
            131 15TH AVE NE, INDEPENDENCE
                      ",1 Story Frame,2009,1276,"$188,680","$188,680",https://buchanan.iowaassessors.com/results.php?page=8&history=-8&ts=1688576139
06.35.383.008,,"
            132 15TH AVE NE, INDEPENDENCE
                      ",,,,"$11,835","$11,835",https://buchanan.iowaassessors.com/results.php?page=8&history=-8&ts=1688576139
06.35.382.010,https://photos.camavision.com/2496cc1aeb6c509628b026a640c1abf4/70,"
            138 15TH AVE NE, INDEPENDENCE
                      ",1 Story Frame,1962,1092,"$147,900","$147,900",https://buchanan.iowaassessors.com/results.php?page=8&history=-8&ts=1688576139
06.35.383.006,,"
            140 15TH AVE NE, INDEPENDENCE
                      ",,,,"$15,540","$15,540",https://buchanan.iowaassessors.com/results.php?page=8&history=-8&ts=1688576139
06.35.382.009,https://photos.camavision.com/6586fa03ecb819ca0a288b39119c16e3/70,"
            142 15TH AVE NE, INDEPENDENCE
                      ",1 Story Frame,1976,1280,"$167,090","$167,090",https://buchanan.iowaassessors.com/results.php?page=8&history=-8&ts=1688576139
06.35.378.002,https://photos.camavision.com/129435b2ba73e245cb6ee4a0348814e1/70,"
            312 15TH AVE NE, INDEPENDENCE
                      ",1 Story Frame,1961,1328,"$186,130","$186,130",https://buchanan.iowaassessors.com/results.php?page=8&history=-8&ts=1688576139
06.35.378.001,https://photos.camavision.com/67892eb8ae331f0d3fa7b443fc867183/70,"
            314 15TH AVE NE, INDEPENDENCE
                      ",1 Story Frame,1975,1152,"$149,360","$149,360",https://buchanan.iowaassessors.com/results.php?page=8&history=-8&ts=1688576139
06.35.335.006,,"
            502 15TH AVE NE, INDEPENDENCE
                      ",1 Story Frame,2003,1464,"$279,540","$279,540",https://buchanan.iowaassessors.com/results.php?page=8&history=-8&ts=1688576139
06.35.334.008,https://photos.camavision.com/9f1b5610af314ae1f244ed87ddfecb31/70,"
            503 15TH AVE NE, INDEPENDENCE
                      ",1 Story Frame,2002,1576,"$303,320","$303,320",https://buchanan.iowaassessors.com/results.php?page=8&history=-8&ts=1688576139
06.35.335.005,https://photos.camavision.com/fa94f64fb1e3b8a3411f01584769aebc/70,"
            504 15TH AVE NE, INDEPENDENCE
                      ",1 Story Frame,2002,1548,"$273,650","$273,650",https://buchanan.iowaassessors.com/results.php?page=8&history=-8&ts=1688576139
06.35.335.002,https://photos.camavision.com/2687f1c0cf20c3637dd08719d4b2bff1/70,"
            602 15TH AVE NE, INDEPENDENCE
                      ",1 Story Frame,2004,1796,"$343,660","$343,660",https://buchanan.iowaassessors.com/results.php?page=8&history=-8&ts=1688576139
06.35.334.003,https://photos.camavision.com/3025e873f4c07d52afbc0d6268c710a3/70,"
            605 15TH AVE NE, INDEPENDENCE
                      ",1 Story Brick,2011,2252,"$482,770","$482,770",https://buchanan.iowaassessors.com/results.php?page=8&history=-8&ts=1688576139
06.33.453.012,https://photos.camavision.com/aa2cec480cc1cf13c3bcb4eb4dc08933/70,"
            105 15TH AVE NW, INDEPENDENCE
                      ",2 Story Frame,1940,1392,"$99,460","$99,460",https://buchanan.iowaassessors.com/results.php?page=9&history=-9&ts=1688576139
06.33.453.009,https://photos.camavision.com/43f6f2edb87e7a336f9dbda2b58e4547/70,"
            111 15TH AVE NW, INDEPENDENCE
                      ",1 Story Frame,1960,1360,"$178,370","$178,370",https://buchanan.iowaassessors.com/results.php?page=9&history=-9&ts=1688576139
06.33.453.014,,"
            201 15TH AVE NW, INDEPENDENCE
                      ",1 Story Frame,1955,1520,"$151,550","$151,550",https://buchanan.iowaassessors.com/results.php?page=9&history=-9&ts=1688576139
06.33.454.002,https://photos.camavision.com/1dcc6d5fa2d03286e892db22d0f6cbed/70,"
            202 15TH AVE NW, INDEPENDENCE
                      ",1 Story Frame,1968,1642,"$192,480","$192,480",https://buchanan.iowaassessors.com/results.php?page=9&history=-9&ts=1688576139
06.33.453.005,https://photos.camavision.com/6f8ede9065410a3539be3479cc1202a7/70,"
            205 15TH AVE NW, INDEPENDENCE
                      ",1 Story Frame,1994,1180,"$193,600","$193,600",https://buchanan.iowaassessors.com/results.php?page=9&history=-9&ts=1688576139
06.33.453.004,https://photos.camavision.com/0f3d71aa648dc0746061400b01282e5d/70,"
            209 15TH AVE NW, INDEPENDENCE
                      ",1 Story Frame,1975,1186,"$201,730","$201,730",https://buchanan.iowaassessors.com/results.php?page=9&history=-9&ts=1688576139
06.35.377.005,https://photos.camavision.com/7fca03cb0d5a6f59d5d9ed89fb973123/70,"
            311 15TH AVE PL NE, INDEPENDENCE
                      ",1 Story Frame,1974,1104,"$161,400","$161,400",https://buchanan.iowaassessors.com/results.php?page=9&history=-9&ts=1688576139
06.35.377.004,https://photos.camavision.com/5dab30d271ad2e7c4ca36b93ee133f75/70,"
            313 15TH AVE PL NE, INDEPENDENCE
                      ",1 Story Frame,1961,1530,"$187,850","$187,850",https://buchanan.iowaassessors.com/results.php?page=9&history=-9&ts=1688576139
06.35.378.007,https://photos.camavision.com/ce6a45d382ddff4fb8565f9422e185d6/70,"
            307 16TH AVE NE, INDEPENDENCE
                      ",1 Story Frame,1976,1056,"$152,400","$152,400",https://buchanan.iowaassessors.com/results.php?page=9&history=-9&ts=1688576139
06.35.335.007,https://photos.camavision.com/ba797f814f98a494850216aa173ed911/70,"
            503 16TH AVE NE, INDEPENDENCE
                      ",1 Story Frame,2007,1742,"$376,180","$376,180",https://buchanan.iowaassessors.com/results.php?page=9&history=-9&ts=1688576139
06.35.338.005,https://photos.camavision.com/461c4f27506c9b6c1225aefea2908239/70,"
            504 16TH AVE NE, INDEPENDENCE
                      ",1 Story Frame,2004,1561,"$284,320","$284,320",https://buchanan.iowaassessors.com/results.php?page=9&history=-9&ts=1688576139
06.35.335.008,https://photos.camavision.com/6a9adf8d4527f5e07058eb30c4589bd6/70,"
            505 16TH AVE NE, INDEPENDENCE
                      ",1 Story Frame,2007,1506,"$308,100","$308,100",https://buchanan.iowaassessors.com/results.php?page=9&history=-9&ts=1688576139
06.35.338.004,https://photos.camavision.com/9933fedfb4f92b36bd78a6c90aa12047/70,"
            506 16TH AVE NE, INDEPENDENCE
                      ",1 Story Frame,2005,1381,"$287,950","$287,950",https://buchanan.iowaassessors.com/results.php?page=9&history=-9&ts=1688576139
